Connecting to host 10.223.62.39, port 5201
[  4] local 10.223.61.37 port 52934 connected to 10.223.62.39 port 5201
[  4] 18288.00-18289.00 sec  2.20 MBytes  18.4 Mbits/sec    1   73.5 KBytes       
[  4] 18289.00-18290.00 sec  2.32 MBytes  19.4 Mbits/sec    1   94.7 KBytes       
[  4] 18290.00-18291.00 sec  2.26 MBytes  18.9 Mbits/sec    1    110 KBytes       
[  4] 18291.00-18292.00 sec  2.55 MBytes  21.4 Mbits/sec    4   94.7 KBytes       
[  4] 18292.00-18293.00 sec  1.66 MBytes  14.0 Mbits/sec    2   77.8 KBytes       
[  4] 18293.00-18294.00 sec  2.14 MBytes  17.9 Mbits/sec    0   96.2 KBytes       
[  4] 18294.00-18295.00 sec  2.02 MBytes  16.9 Mbits/sec   13   77.8 KBytes       
[  4] 18295.00-18296.00 sec  1.84 MBytes  15.4 Mbits/sec    1   93.3 KBytes       
[  4] 18296.00-18297.00 sec  2.20 MBytes  18.4 Mbits/sec    1    109 KBytes       
[  4] 18297.00-18298.00 sec  1.96 MBytes  16.4 Mbits/sec   18   39.6 KBytes       
[  4] 18298.00-18299.00 sec  1.96 MBytes  16.4 Mbits/sec    0   79.2 KBytes       
[  4] 18299.00-18300.00 sec  2.14 MBytes  17.9 Mbits/sec    0   97.6 KBytes       
[  4] 18300.00-18301.00 sec  2.20 MBytes  18.4 Mbits/sec    0    115 KBytes       
[  4] 18301.00-18302.00 sec  1.96 MBytes  16.4 Mbits/sec    1    126 KBytes       
[  4] 18302.00-18303.00 sec  2.02 MBytes  16.9 Mbits/sec    7   72.1 KBytes       
[  4] 18303.00-18304.00 sec  2.20 MBytes  18.4 Mbits/sec    1   89.1 KBytes       
[  4] 18304.00-18305.00 sec  2.32 MBytes  19.4 Mbits/sec    0    107 KBytes       
[  4] 18305.00-18306.00 sec  2.26 MBytes  18.9 Mbits/sec    2    120 KBytes       
[  4] 18306.00-18307.00 sec  2.14 MBytes  17.9 Mbits/sec   12   93.3 KBytes       
[  4] 18307.00-18308.00 sec  2.32 MBytes  19.4 Mbits/sec    4   84.8 KBytes       
[  4] 18308.00-18309.00 sec  2.32 MBytes  19.4 Mbits/sec    2    102 KBytes       
[  4] 18309.00-18310.00 sec  2.32 MBytes  19.4 Mbits/sec    1   89.1 KBytes       
[  4] 18310.00-18311.00 sec  2.26 MBytes  18.9 Mbits/sec    0    106 KBytes       
[  4] 18311.00-18312.00 sec  2.32 MBytes  19.4 Mbits/sec    0    122 KBytes       
[  4] 18312.00-18313.00 sec  2.08 MBytes  17.4 Mbits/sec    0    133 KBytes       
[  4] 18313.00-18314.00 sec  1.90 MBytes  15.9 Mbits/sec    4   69.3 KBytes       
[  4] 18314.00-18315.00 sec  2.02 MBytes  16.9 Mbits/sec    3   72.1 KBytes       
[  4] 18315.00-18316.00 sec  2.02 MBytes  16.9 Mbits/sec    1   66.5 KBytes       
[  4] 18316.00-18317.00 sec   973 KBytes  7.97 Mbits/sec    2   77.8 KBytes       
[  4] 18317.00-18318.00 sec  1.90 MBytes  15.9 Mbits/sec   13   58.0 KBytes       
[  4] 18318.00-18319.00 sec  2.26 MBytes  18.9 Mbits/sec    1   56.6 KBytes       
[  4] 18319.00-18320.00 sec  1.90 MBytes  15.9 Mbits/sec    0   77.8 KBytes       
[  4] 18320.00-18321.00 sec  2.38 MBytes  19.9 Mbits/sec    8   74.9 KBytes       
[  4] 18321.00-18322.00 sec  2.32 MBytes  19.4 Mbits/sec    2   76.4 KBytes       
[  4] 18322.00-18323.00 sec  2.32 MBytes  19.4 Mbits/sec    4   84.8 KBytes       
[  4] 18323.00-18324.00 sec  2.32 MBytes  19.4 Mbits/sec    0   84.8 KBytes       
[  4] 18324.00-18325.00 sec  2.14 MBytes  17.9 Mbits/sec    0    102 KBytes       
[  4] 18325.00-18326.00 sec  2.20 MBytes  18.4 Mbits/sec    1    116 KBytes       
[  4] 18326.00-18327.00 sec  1.54 MBytes  12.9 Mbits/sec   38   67.9 KBytes       
[  4] 18327.00-18328.00 sec  1.54 MBytes  13.0 Mbits/sec    1   82.0 KBytes       
[  4] 18328.00-18329.00 sec  1.31 MBytes  11.0 Mbits/sec    0   93.3 KBytes       
[  4] 18329.00-18330.00 sec  1.78 MBytes  15.0 Mbits/sec    1   58.0 KBytes       
[  4] 18330.00-18331.00 sec  1.96 MBytes  16.4 Mbits/sec    2   77.8 KBytes       
[  4] 18331.00-18332.00 sec  2.08 MBytes  17.4 Mbits/sec    0   96.2 KBytes       
[  4] 18332.00-18333.00 sec  2.26 MBytes  18.9 Mbits/sec   10   80.6 KBytes       
[  4] 18333.00-18334.00 sec  1.96 MBytes  16.4 Mbits/sec   21   59.4 KBytes       
[  4] 18334.00-18335.00 sec  1.66 MBytes  14.0 Mbits/sec    0   77.8 KBytes       
[  4] 18335.00-18336.00 sec  2.43 MBytes  20.4 Mbits/sec    0    100 KBytes       
[  4] 18336.00-18337.00 sec  1.72 MBytes  14.4 Mbits/sec    5   86.3 KBytes       
[  4] 18337.00-18338.00 sec  2.26 MBytes  18.9 Mbits/sec    0    105 KBytes       
[  4] 18338.00-18339.00 sec  2.26 MBytes  18.9 Mbits/sec    5   90.5 KBytes       
[  4] 18339.00-18340.00 sec  2.32 MBytes  19.4 Mbits/sec    0    107 KBytes       
[  4] 18340.00-18341.00 sec  2.14 MBytes  17.9 Mbits/sec   11   90.5 KBytes       
[  4] 18341.00-18342.00 sec  2.26 MBytes  18.9 Mbits/sec    0    107 KBytes       
[  4] 18342.00-18343.00 sec  2.08 MBytes  17.4 Mbits/sec    7   91.9 KBytes       
[  4] 18343.00-18344.00 sec  2.20 MBytes  18.4 Mbits/sec    8   83.4 KBytes       
[  4] 18344.00-18345.00 sec  2.20 MBytes  18.4 Mbits/sec    1    100 KBytes       
[  4] 18345.00-18346.00 sec  2.38 MBytes  19.9 Mbits/sec   11   62.2 KBytes       
[  4] 18346.00-18347.00 sec  2.32 MBytes  19.4 Mbits/sec    0   86.3 KBytes       
[  4] 18347.00-18348.00 sec  2.14 MBytes  17.9 Mbits/sec    0    103 KBytes       
[  4] 18348.00-18349.00 sec  2.08 MBytes  17.4 Mbits/sec   11   67.9 KBytes       
[  4] 18349.00-18350.00 sec  2.14 MBytes  17.9 Mbits/sec    5   72.1 KBytes       
[  4] 18350.00-18351.00 sec  2.32 MBytes  19.4 Mbits/sec    9   65.0 KBytes       
[  4] 18351.00-18352.00 sec  2.32 MBytes  19.4 Mbits/sec    0   89.1 KBytes       
[  4] 18352.00-18353.00 sec  1.07 MBytes  8.97 Mbits/sec   14   69.3 KBytes       
[  4] 18353.00-18354.00 sec  1.78 MBytes  14.9 Mbits/sec    3   63.6 KBytes       
[  4] 18354.00-18355.00 sec  2.20 MBytes  18.4 Mbits/sec    1   62.2 KBytes       
[  4] 18355.00-18356.00 sec  1.90 MBytes  15.9 Mbits/sec    5   58.0 KBytes       
[  4] 18356.00-18357.00 sec  2.02 MBytes  16.9 Mbits/sec    0   79.2 KBytes       
[  4] 18357.00-18358.00 sec  2.08 MBytes  17.4 Mbits/sec    1   96.2 KBytes       
[  4] 18358.00-18359.00 sec  2.32 MBytes  19.4 Mbits/sec    9   58.0 KBytes       
[  4] 18359.00-18360.00 sec  2.14 MBytes  17.9 Mbits/sec    0   56.6 KBytes       
[  4] 18360.00-18361.00 sec  2.20 MBytes  18.4 Mbits/sec    0   82.0 KBytes       
[  4] 18361.00-18362.00 sec  2.20 MBytes  18.4 Mbits/sec    4   73.5 KBytes       
[  4] 18362.00-18363.00 sec  2.08 MBytes  17.4 Mbits/sec   11   63.6 KBytes       
[  4] 18363.00-18364.00 sec  2.32 MBytes  19.4 Mbits/sec    1   63.6 KBytes       
[  4] 18364.00-18365.00 sec  2.26 MBytes  18.9 Mbits/sec    1   86.3 KBytes       
[  4] 18365.00-18366.00 sec  2.43 MBytes  20.4 Mbits/sec    3   45.2 KBytes       
[  4] 18366.00-18367.00 sec  2.32 MBytes  19.4 Mbits/sec    0   76.4 KBytes       
[  4] 18367.00-18368.00 sec  2.38 MBytes  19.9 Mbits/sec    5   76.4 KBytes       
[  4] 18368.00-18369.00 sec  2.26 MBytes  18.9 Mbits/sec    0   96.2 KBytes       
[  4] 18369.00-18370.00 sec  2.32 MBytes  19.4 Mbits/sec    0    113 KBytes       
[  4] 18370.00-18371.00 sec  1.48 MBytes  12.5 Mbits/sec   27   1.41 KBytes       
[  4] 18371.00-18372.00 sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4] 18372.00-18373.00 sec  0.00 Bytes  0.00 bits/sec    1    122 KBytes       
[  4] 18373.00-18374.00 sec  1.37 MBytes  11.4 Mbits/sec   11   63.6 KBytes       
[  4] 18374.00-18375.00 sec  2.08 MBytes  17.4 Mbits/sec    0   94.7 KBytes       
[  4] 18375.00-18376.00 sec  2.26 MBytes  18.9 Mbits/sec   13   66.5 KBytes       
[  4] 18376.00-18377.00 sec  2.26 MBytes  18.9 Mbits/sec    1   87.7 KBytes       
[  4] 18377.00-18378.00 sec  2.32 MBytes  19.4 Mbits/sec    5   73.5 KBytes       
[  4] 18378.00-18379.00 sec  2.67 MBytes  22.4 Mbits/sec    1   82.0 KBytes       
[  4] 18379.00-18380.00 sec  2.26 MBytes  18.9 Mbits/sec    0    102 KBytes       
[  4] 18380.00-18381.00 sec  2.14 MBytes  17.9 Mbits/sec   13   89.1 KBytes       
[  4] 18381.00-18382.00 sec  2.26 MBytes  18.9 Mbits/sec    0    103 KBytes       
[  4] 18382.00-18383.00 sec  2.20 MBytes  18.4 Mbits/sec    0    119 KBytes       
[  4] 18383.00-18384.00 sec  1.78 MBytes  14.9 Mbits/sec    1   70.7 KBytes       
[  4] 18384.00-18385.00 sec  2.26 MBytes  18.9 Mbits/sec    2   76.4 KBytes       
[  4] 18385.00-18386.00 sec  2.02 MBytes  16.9 Mbits/sec    0   93.3 KBytes       
[  4] 18386.00-18387.00 sec  2.14 MBytes  17.9 Mbits/sec   12   73.5 KBytes       
[  4] 18387.00-18388.00 sec  1.66 MBytes  13.9 Mbits/sec    5   66.5 KBytes       
[  4] 18388.00-18389.00 sec  2.32 MBytes  19.4 Mbits/sec    2   65.0 KBytes       
[  4] 18389.00-18390.00 sec  2.20 MBytes  18.4 Mbits/sec    0   87.7 KBytes       
[  4] 18390.00-18391.00 sec  2.08 MBytes  17.4 Mbits/sec    4   77.8 KBytes       
[  4] 18391.00-18392.00 sec  2.14 MBytes  17.9 Mbits/sec    0   94.7 KBytes       
[  4] 18392.00-18393.00 sec  1.84 MBytes  15.4 Mbits/sec    5   59.4 KBytes       
[  4] 18393.00-18394.00 sec  1.48 MBytes  12.5 Mbits/sec   53   52.3 KBytes       
[  4] 18394.00-18395.00 sec  1.60 MBytes  13.4 Mbits/sec    0   70.7 KBytes       
[  4] 18395.00-18396.00 sec  1.72 MBytes  14.4 Mbits/sec    3   59.4 KBytes       
[  4] 18396.00-18397.00 sec  1.60 MBytes  13.4 Mbits/sec    0   77.8 KBytes       
[  4] 18397.00-18398.00 sec  1.78 MBytes  14.9 Mbits/sec    0   70.7 KBytes       
[  4] 18398.00-18399.00 sec  1.72 MBytes  14.4 Mbits/sec    0   87.7 KBytes       
[  4] 18399.00-18400.00 sec  1.48 MBytes  12.5 Mbits/sec    2   72.1 KBytes       
[  4] 18400.00-18401.00 sec  1.48 MBytes  12.5 Mbits/sec    1   86.3 KBytes       
[  4] 18401.00-18402.00 sec  1.48 MBytes  12.5 Mbits/sec    2   67.9 KBytes       
[  4] 18402.00-18403.00 sec  1.90 MBytes  15.9 Mbits/sec    0   97.6 KBytes       
[  4] 18403.00-18404.00 sec  1.66 MBytes  14.0 Mbits/sec   12   73.5 KBytes       
[  4] 18404.00-18405.00 sec  1.66 MBytes  13.9 Mbits/sec    0   90.5 KBytes       
[  4] 18405.00-18406.00 sec  1.72 MBytes  14.4 Mbits/sec    0    103 KBytes       
[  4] 18406.00-18407.00 sec  1.48 MBytes  12.5 Mbits/sec    0    115 KBytes       
[  4] 18407.00-18408.00 sec  1.96 MBytes  16.4 Mbits/sec   15   63.6 KBytes       
[  4] 18408.00-18409.00 sec  2.08 MBytes  17.4 Mbits/sec    0   84.8 KBytes       
[  4] 18409.00-18410.00 sec  2.32 MBytes  19.4 Mbits/sec   10   60.8 KBytes       
[  4] 18410.00-18411.00 sec  2.26 MBytes  18.9 Mbits/sec    0   90.5 KBytes       
[  4] 18411.00-18412.00 sec  2.32 MBytes  19.4 Mbits/sec   13   77.8 KBytes       
[  4] 18412.00-18413.00 sec  2.32 MBytes  19.4 Mbits/sec    0   97.6 KBytes       
[  4] 18413.00-18414.00 sec  2.32 MBytes  19.4 Mbits/sec    0    115 KBytes       
[  4] 18414.00-18415.00 sec  2.08 MBytes  17.4 Mbits/sec    0    127 KBytes       
[  4] 18415.00-18416.00 sec  1.96 MBytes  16.4 Mbits/sec    1    106 KBytes       
[  4] 18416.00-18417.00 sec  2.20 MBytes  18.4 Mbits/sec    0    122 KBytes       
[  4] 18417.00-18418.00 sec  2.26 MBytes  18.9 Mbits/sec    1    133 KBytes       
[  4] 18418.00-18419.00 sec  2.20 MBytes  18.4 Mbits/sec    1    144 KBytes       
[  4] 18419.00-18420.00 sec  2.20 MBytes  18.4 Mbits/sec    0    156 KBytes       
[  4] 18420.00-18421.00 sec  2.20 MBytes  18.4 Mbits/sec   11   89.1 KBytes       
[  4] 18421.00-18422.00 sec  2.49 MBytes  20.9 Mbits/sec    5   76.4 KBytes       
[  4] 18422.00-18423.00 sec  2.43 MBytes  20.4 Mbits/sec    0   97.6 KBytes       
[  4] 18423.00-18424.00 sec  1.48 MBytes  12.5 Mbits/sec   13   74.9 KBytes       
[  4] 18424.00-18425.00 sec  2.32 MBytes  19.4 Mbits/sec    2   76.4 KBytes       
[  4] 18425.00-18426.00 sec  2.38 MBytes  19.9 Mbits/sec    0   76.4 KBytes       
[  4] 18426.00-18427.00 sec  2.26 MBytes  18.9 Mbits/sec    0   96.2 KBytes       
[  4] 18427.00-18428.00 sec  2.38 MBytes  19.9 Mbits/sec    0   86.3 KBytes       
[  4] 18428.00-18429.00 sec  2.20 MBytes  18.4 Mbits/sec    0    105 KBytes       
[  4] 18429.00-18430.00 sec  2.43 MBytes  20.4 Mbits/sec    6   90.5 KBytes       
[  4] 18430.00-18431.00 sec  1.72 MBytes  14.4 Mbits/sec    2   73.5 KBytes       
[  4] 18431.00-18432.00 sec  1.96 MBytes  16.4 Mbits/sec    0   90.5 KBytes       
[  4] 18432.00-18433.00 sec  1.84 MBytes  15.4 Mbits/sec    0    106 KBytes       
[  4] 18433.00-18434.00 sec  1.48 MBytes  12.5 Mbits/sec    2   1.41 KBytes       
[  4] 18434.00-18435.00 sec   608 KBytes  4.98 Mbits/sec   56   89.1 KBytes       
[  4] 18435.00-18436.00 sec  1.66 MBytes  14.0 Mbits/sec    0    107 KBytes       
[  4] 18436.00-18437.00 sec  1.48 MBytes  12.5 Mbits/sec    2   76.4 KBytes       
[  4] 18437.00-18438.00 sec  1.78 MBytes  14.9 Mbits/sec    0   89.1 KBytes       
[  4] 18438.00-18439.00 sec  2.08 MBytes  17.4 Mbits/sec   17   77.8 KBytes       
[  4] 18439.00-18440.00 sec  2.32 MBytes  19.4 Mbits/sec    1   96.2 KBytes       
[  4] 18440.00-18441.00 sec  1.90 MBytes  15.9 Mbits/sec    2    107 KBytes       
[  4] 18441.00-18442.00 sec  2.20 MBytes  18.4 Mbits/sec    1   91.9 KBytes       
[  4] 18442.00-18443.00 sec  2.20 MBytes  18.4 Mbits/sec    6   66.5 KBytes       
[  4] 18443.00-18444.00 sec  2.14 MBytes  17.9 Mbits/sec    0   77.8 KBytes       
[  4] 18444.00-18445.00 sec  1.90 MBytes  15.9 Mbits/sec    1   93.3 KBytes       
[  4] 18445.00-18446.00 sec  2.14 MBytes  17.9 Mbits/sec    8   79.2 KBytes       
[  4] 18446.00-18447.00 sec  2.14 MBytes  17.9 Mbits/sec    0   96.2 KBytes       
[  4] 18447.00-18448.00 sec   669 KBytes  5.48 Mbits/sec    1   1.41 KBytes       
[  4] 18448.00-18449.00 sec  0.00 Bytes  0.00 bits/sec    2   1.41 KBytes       
[  4] 18449.00-18450.00 sec   851 KBytes  6.97 Mbits/sec    0    146 KBytes       
[  4] 18450.00-18451.00 sec  2.32 MBytes  19.4 Mbits/sec   11   59.4 KBytes       
[  4] 18451.00-18452.00 sec  2.08 MBytes  17.4 Mbits/sec    0   82.0 KBytes       
[  4] 18452.00-18453.00 sec  2.26 MBytes  18.9 Mbits/sec    5   73.5 KBytes       
[  4] 18453.00-18454.00 sec  1.84 MBytes  15.4 Mbits/sec    1   89.1 KBytes       
[  4] 18454.00-18455.00 sec  2.14 MBytes  17.9 Mbits/sec    3    102 KBytes       
[  4] 18455.00-18456.00 sec  1.25 MBytes  10.5 Mbits/sec   28   76.4 KBytes       
[  4] 18456.00-18457.00 sec  1.19 MBytes  9.96 Mbits/sec    3   52.3 KBytes       
[  4] 18457.00-18458.00 sec  2.14 MBytes  17.9 Mbits/sec    0   77.8 KBytes       
[  4] 18458.00-18459.00 sec  1.90 MBytes  15.9 Mbits/sec    0   94.7 KBytes       
[  4] 18459.00-18460.00 sec  1.78 MBytes  14.9 Mbits/sec    8   80.6 KBytes       
[  4] 18460.00-18461.00 sec  2.20 MBytes  18.4 Mbits/sec    0    100 KBytes       
[  4] 18461.00-18462.00 sec  2.20 MBytes  18.4 Mbits/sec    2   62.2 KBytes       
[  4] 18462.00-18463.00 sec  2.02 MBytes  16.9 Mbits/sec    2   59.4 KBytes       
[  4] 18463.00-18464.00 sec  1.01 MBytes  8.47 Mbits/sec    1   1.41 KBytes       
[  4] 18464.00-18465.00 sec   669 KBytes  5.47 Mbits/sec   43   42.4 KBytes       
[  4] 18465.00-18466.00 sec   973 KBytes  7.98 Mbits/sec    2   36.8 KBytes       
[  4] 18466.00-18467.00 sec  1.01 MBytes  8.47 Mbits/sec    1   53.7 KBytes       
[  4] 18467.00-18468.00 sec  1.01 MBytes  8.47 Mbits/sec    1   52.3 KBytes       
[  4] 18468.00-18469.00 sec  1.01 MBytes  8.47 Mbits/sec    2   45.2 KBytes       
[  4] 18469.00-18470.00 sec  1.01 MBytes  8.47 Mbits/sec    0   58.0 KBytes       
[  4] 18470.00-18471.00 sec  1.96 MBytes  16.4 Mbits/sec    0   79.2 KBytes       
[  4] 18471.00-18472.00 sec  2.02 MBytes  16.9 Mbits/sec    1   96.2 KBytes       
[  4] 18472.00-18473.00 sec  2.49 MBytes  20.9 Mbits/sec    1   86.3 KBytes       
[  4] 18473.00-18474.00 sec  1.60 MBytes  13.4 Mbits/sec   16    112 KBytes       
[  4] 18474.00-18475.00 sec  2.26 MBytes  18.9 Mbits/sec   12    115 KBytes       
[  4] 18475.00-18476.00 sec  2.14 MBytes  17.9 Mbits/sec    0    127 KBytes       
[  4] 18476.00-18477.00 sec  1.84 MBytes  15.4 Mbits/sec    8    103 KBytes       
[  4] 18477.00-18478.00 sec  2.02 MBytes  16.9 Mbits/sec   12   55.1 KBytes       
[  4] 18478.00-18479.00 sec  2.08 MBytes  17.4 Mbits/sec    0   77.8 KBytes       
[  4] 18479.00-18480.00 sec  2.32 MBytes  19.4 Mbits/sec    0   97.6 KBytes       
[  4] 18480.00-18481.00 sec  2.43 MBytes  20.4 Mbits/sec    1   86.3 KBytes       
[  4] 18481.00-18482.00 sec  2.26 MBytes  18.9 Mbits/sec    0    103 KBytes       
[  4] 18482.00-18483.00 sec  2.43 MBytes  20.4 Mbits/sec    3   91.9 KBytes       
[  4] 18483.00-18484.00 sec  1.90 MBytes  15.9 Mbits/sec   12   56.6 KBytes       
[  4] 18484.00-18485.00 sec   547 KBytes  4.48 Mbits/sec   24   55.1 KBytes       
[  4] 18485.00-18486.00 sec  1.25 MBytes  10.5 Mbits/sec    0    120 KBytes       
[  4] 18486.00-18487.00 sec  1.07 MBytes  8.97 Mbits/sec    3   59.4 KBytes       
[  4] 18487.00-18488.00 sec  1.25 MBytes  10.5 Mbits/sec    1   50.9 KBytes       
[  4] 18488.00-18489.00 sec  1.19 MBytes  9.96 Mbits/sec    1   65.0 KBytes       
[  4] 18489.00-18490.00 sec   912 KBytes  7.48 Mbits/sec    2   56.6 KBytes       
[  4] 18490.00-18491.00 sec  1.19 MBytes  9.96 Mbits/sec    0   67.9 KBytes       
[  4] 18491.00-18492.00 sec  1.66 MBytes  14.0 Mbits/sec    1   83.4 KBytes       
[  4] 18492.00-18493.00 sec  1.54 MBytes  13.0 Mbits/sec   13   69.3 KBytes       
[  4] 18493.00-18494.00 sec  1.43 MBytes  12.0 Mbits/sec    0   83.4 KBytes       
[  4] 18494.00-18495.00 sec  2.26 MBytes  18.9 Mbits/sec    0    100 KBytes       
[  4] 18495.00-18496.00 sec  2.20 MBytes  18.4 Mbits/sec    0    116 KBytes       
[  4] 18496.00-18497.00 sec  2.49 MBytes  20.9 Mbits/sec    0    130 KBytes       
[  4] 18497.00-18498.00 sec  2.20 MBytes  18.4 Mbits/sec    3    102 KBytes       
[  4] 18498.00-18499.00 sec  2.26 MBytes  18.9 Mbits/sec   13   89.1 KBytes       
[  4] 18499.00-18500.00 sec  1.96 MBytes  16.4 Mbits/sec    1   94.7 KBytes       
[  4] 18500.00-18501.00 sec  2.20 MBytes  18.4 Mbits/sec    0   94.7 KBytes       
[  4] 18501.00-18502.00 sec  2.26 MBytes  18.9 Mbits/sec   13   80.6 KBytes       
[  4] 18502.00-18503.00 sec  2.14 MBytes  17.9 Mbits/sec    0   99.0 KBytes       
[  4] 18503.00-18504.00 sec  2.02 MBytes  16.9 Mbits/sec    7   86.3 KBytes       
[  4] 18504.00-18505.00 sec  2.14 MBytes  17.9 Mbits/sec    3   69.3 KBytes       
[  4] 18505.00-18506.00 sec  2.20 MBytes  18.4 Mbits/sec    0   89.1 KBytes       
[  4] 18506.00-18507.00 sec  2.08 MBytes  17.4 Mbits/sec    8   74.9 KBytes       
[  4] 18507.00-18508.00 sec  2.14 MBytes  17.9 Mbits/sec    6   63.6 KBytes       
[  4] 18508.00-18509.00 sec  2.20 MBytes  18.4 Mbits/sec    0   69.3 KBytes       
[  4] 18509.00-18510.00 sec  2.26 MBytes  18.9 Mbits/sec    0   90.5 KBytes       
[  4] 18510.00-18511.00 sec   912 KBytes  7.47 Mbits/sec   17   4.24 KBytes       
[  4] 18511.00-18512.00 sec  1.54 MBytes  13.0 Mbits/sec   46   55.1 KBytes       
[  4] 18512.00-18513.00 sec  1.96 MBytes  16.4 Mbits/sec    1   60.8 KBytes       
[  4] 18513.00-18514.00 sec  1.48 MBytes  12.5 Mbits/sec    1   74.9 KBytes       
[  4] 18514.00-18515.00 sec  1.54 MBytes  12.9 Mbits/sec    1   89.1 KBytes       
[  4] 18515.00-18516.00 sec  1.78 MBytes  14.9 Mbits/sec    0    102 KBytes       
[  4] 18516.00-18517.00 sec  2.08 MBytes  17.4 Mbits/sec    1    116 KBytes       
[  4] 18517.00-18518.00 sec  2.14 MBytes  17.9 Mbits/sec    1    127 KBytes       
[  4] 18518.00-18519.00 sec  2.02 MBytes  16.9 Mbits/sec    3    102 KBytes       
[  4] 18519.00-18520.00 sec  2.26 MBytes  18.9 Mbits/sec    4   77.8 KBytes       
[  4] 18520.00-18521.00 sec  2.38 MBytes  19.9 Mbits/sec    6   66.5 KBytes       
[  4] 18521.00-18522.00 sec  2.08 MBytes  17.4 Mbits/sec    0   87.7 KBytes       
[  4] 18522.00-18523.00 sec  2.26 MBytes  18.9 Mbits/sec    0    105 KBytes       
[  4] 18523.00-18524.00 sec  2.14 MBytes  17.9 Mbits/sec    0    120 KBytes       
[  4] 18524.00-18525.00 sec  1.78 MBytes  14.9 Mbits/sec    1    129 KBytes       
[  4] 18525.00-18526.00 sec  2.08 MBytes  17.4 Mbits/sec    0    140 KBytes       
[  4] 18526.00-18527.00 sec  2.20 MBytes  18.4 Mbits/sec    1    150 KBytes       
[  4] 18527.00-18528.00 sec  1.84 MBytes  15.4 Mbits/sec    1    123 KBytes       
[  4] 18528.00-18529.00 sec  1.66 MBytes  13.9 Mbits/sec   16   49.5 KBytes       
[  4] 18529.00-18530.00 sec  2.32 MBytes  19.4 Mbits/sec    0   76.4 KBytes       
[  4] 18530.00-18531.00 sec  2.08 MBytes  17.4 Mbits/sec    6   67.9 KBytes       
[  4] 18531.00-18532.00 sec  1.96 MBytes  16.4 Mbits/sec    2   66.5 KBytes       
[  4] 18532.00-18533.00 sec   486 KBytes  3.99 Mbits/sec    2   52.3 KBytes       
[  4] 18533.00-18534.00 sec   547 KBytes  4.48 Mbits/sec    2   28.3 KBytes       
[  4] 18534.00-18535.00 sec   547 KBytes  4.48 Mbits/sec    1   39.6 KBytes       
[  4] 18535.00-18536.00 sec  1.48 MBytes  12.5 Mbits/sec    2   60.8 KBytes       
[  4] 18536.00-18537.00 sec  2.26 MBytes  18.9 Mbits/sec    0   84.8 KBytes       
[  4] 18537.00-18538.00 sec  2.02 MBytes  16.9 Mbits/sec    5   49.5 KBytes       
[  4] 18538.00-18539.00 sec  1.96 MBytes  16.4 Mbits/sec    0   74.9 KBytes       
[  4] 18539.00-18540.00 sec  2.32 MBytes  19.4 Mbits/sec    0   94.7 KBytes       
[  4] 18540.00-18541.00 sec  2.38 MBytes  19.9 Mbits/sec    1    112 KBytes       
[  4] 18541.00-18542.00 sec  2.43 MBytes  20.4 Mbits/sec   12   97.6 KBytes       
[  4] 18542.00-18543.00 sec  2.14 MBytes  17.9 Mbits/sec    2    106 KBytes       
[  4] 18543.00-18544.00 sec  2.02 MBytes  16.9 Mbits/sec    0    119 KBytes       
[  4] 18544.00-18545.00 sec  1.66 MBytes  14.0 Mbits/sec    5   96.2 KBytes       
[  4] 18545.00-18546.00 sec  2.26 MBytes  18.9 Mbits/sec    1    109 KBytes       
[  4] 18546.00-18547.00 sec  2.08 MBytes  17.4 Mbits/sec    0    109 KBytes       
[  4] 18547.00-18548.00 sec  2.32 MBytes  19.4 Mbits/sec   11   77.8 KBytes       
[  4] 18548.00-18549.00 sec  2.14 MBytes  17.9 Mbits/sec   11   69.3 KBytes       
[  4] 18549.00-18550.00 sec  2.32 MBytes  19.4 Mbits/sec    2   86.3 KBytes       
[  4] 18550.00-18551.00 sec  2.14 MBytes  17.9 Mbits/sec    0    105 KBytes       
[  4] 18551.00-18552.00 sec  2.08 MBytes  17.4 Mbits/sec   14   87.7 KBytes       
[  4] 18552.00-18553.00 sec  2.26 MBytes  18.9 Mbits/sec    3   70.7 KBytes       
[  4] 18553.00-18554.00 sec  2.26 MBytes  18.9 Mbits/sec    0   76.4 KBytes       
[  4] 18554.00-18555.00 sec  2.38 MBytes  19.9 Mbits/sec   10   66.5 KBytes       
